week,orders,lines,travel_total_km,travel_per_order_m,route_calc_s,aisle_gini,tput_mean_min,tput_p90_min,block_wait_total_h,policy,moves,opt_time_s,cell,factor,level
19,5148,98986,3216.708,624.8461538461538,0.09059572219848633,0.631984321015093,171.13115100896934,287.88749158401896,915.2829005453826,A1,100,5.11,F_2_1.25,blocksxpitch,2|1.25
20,4800,94279,3018.02925,628.75609375,0.08821487426757812,0.6476752511163674,148.83977666525956,238.80466374243224,864.1027724924179,A1,100,5.05,F_2_1.25,blocksxpitch,2|1.25
21,5057,98283,3218.74425,636.4928317184101,0.09167766571044922,0.6346359492485985,151.74767770053234,252.4052108395063,871.6672012056395,A1,100,4.89,F_2_1.25,blocksxpitch,2|1.25
13,4619,92346,2047.9584000000002,443.3770080103919,0.12485194206237793,0.6947455764191194,27.73224751526273,58.35697897660119,330.52585155910225,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
14,4926,101294,2230.7304000000004,452.84823386114505,0.13351035118103027,0.6943138290520663,52.85261273576072,106.76832339607996,467.2710678797356,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
15,4428,87184,2010.9504,454.1441734417344,0.11824798583984375,0.6900489195265186,33.80869094849003,76.13105498223719,331.63779392790553,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
16,5091,106001,2340.8784000000005,459.80718915733655,0.13961434364318848,0.691063409779153,40.68755205657433,73.77939962144688,467.13415181728675,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
17,5240,99173,2305.9464000000003,440.0661068702291,0.13748478889465332,0.6820126193621248,32.0663806482459,58.8918531377935,385.6611994599075,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
18,4195,84527,1921.614,458.07246722288437,0.11404252052307129,0.6951868929454493,33.96182408145061,71.22956180738866,314.06598937316596,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
19,5148,98986,2324.2344,451.4829836829837,0.13712382316589355,0.6800951649728244,42.459028668581276,74.48705630696098,418.77833264104584,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
20,4800,94279,2212.1352,460.86150000000004,0.1298692226409912,0.6894680946976527,36.88662912203348,74.36041895465897,403.4260831463744,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
21,5057,98283,2328.5292000000004,460.4566343682025,0.18337559700012207,0.6812550237579236,32.004176351236055,58.5500801438947,381.51272782421074,B1,0,0.0,F_4_0.8,blocksxpitch,4|0.8
13,4619,92346,2031.2868,439.767655336653,0.12501001358032227,0.6995053927620037,28.431797026582327,63.245182228614176,335.7209230144344,A1,100,5.3,F_4_0.8,blocksxpitch,4|0.8
14,4926,101294,2211.5436,448.953227771011,0.13272881507873535,0.6986852627006536,40.91653516412541,82.52899438284027,400.5597848475153,A1,100,7.79,F_4_0.8,blocksxpitch,4|0.8
15,4428,87184,1971.636,445.26558265582656,0.11812067031860352,0.7011805491833364,34.99552104638585,87.78190198406278,334.1942785882373,A1,100,5.21,F_4_0.8,blocksxpitch,4|0.8
16,5091,106001,2259.5904,443.84018856806125,0.1341845989227295,0.705094409486703,34.52970830603696,65.43662032118397,436.91936052175015,A1,100,5.16,F_4_0.8,blocksxpitch,4|0.8
17,5240,99173,2210.4804000000004,421.8474045801527,0.13598203659057617,0.701086863359987,30.24372047519178,63.074303293071,389.44846425575446,A1,100,5.11,F_4_0.8,blocksxpitch,4|0.8
18,4195,84527,1848.7572000000002,440.7049344457688,0.11059379577636719,0.7120492564506016,29.046205526304554,56.74033306726719,287.33678961392405,A1,100,5.0,F_4_0.8,blocksxpitch,4|0.8
19,5148,98986,2241.3744,435.38741258741265,0.1362454891204834,0.6962388620613016,36.743017250024806,70.01044240138427,411.231102207252,A1,100,4.83,F_4_0.8,blocksxpitch,4|0.8
20,4800,94279,2103.9204,438.31674999999996,0.13986873626708984,0.7105276625759713,28.05420606297775,56.45292118738827,365.7034262777342,A1,100,6.99,F_4_0.8,blocksxpitch,4|0.8
21,5057,98283,2247.786,444.49001384219895,0.13375449180603027,0.6971234852415983,28.37465948632047,54.1280365392622,370.92059507710474,A1,100,6.53,F_4_0.8,blocksxpitch,4|0.8
13,4619,92346,2305.146,499.0573717254817,0.11886453628540039,0.6931818920148138,44.35149818797551,87.57465022772006,397.07296880215705,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
14,4926,101294,2518.614,511.2898903775883,0.12763285636901855,0.693257251169862,70.33241697483382,123.40532380331193,487.2265534336,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
15,4428,87184,2279.174,514.7186088527552,0.12312102317810059,0.6886469994494403,48.29115800956415,109.60941488873655,350.66590014815404,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
16,5091,106001,2654.382,521.387153800825,0.13467144966125488,0.6896620079055858,66.77706616345102,109.40315099838966,541.5379601809683,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
17,5240,99173,2621.434,500.2736641221374,0.13698792457580566,0.6816909592328557,57.94226191242261,114.17080793446937,457.5563969118924,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
18,4195,84527,2188.038,521.5823599523242,0.11161398887634277,0.6923925195499663,53.69109741497482,104.95951219080442,363.12742984651965,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
19,5148,98986,2631.136,511.0986790986791,0.13361001014709473,0.6774670155375507,63.06814356854794,112.66892797775444,474.93562430596023,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
20,4800,94279,2500.73,520.9854166666667,0.1803605556488037,0.6868842743346875,56.144088990769916,116.61823837723914,463.1539684961347,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
21,5057,98283,2640.14,522.076329839826,0.13228487968444824,0.6795901885371834,57.792082081989385,113.02437944283064,475.70876161602376,B1,0,0.0,F_4_1.0,blocksxpitch,4|1.0
13,4619,92346,2288.612,495.47780904957784,0.11846542358398438,0.6972104909795768,45.45109776424874,93.53650311306879,410.80278594645284,A1,100,5.4,F_4_1.0,blocksxpitch,4|1.0
14,4926,101294,2496.638,506.8286642306131,0.12689876556396484,0.6978848697849823,64.13507418805703,116.44923963942638,473.8903539600667,A1,100,4.97,F_4_1.0,blocksxpitch,4|1.0
15,4428,87184,2237.59,505.32746160794943,0.11606574058532715,0.6982946985685446,47.20068886277367,107.2109309104385,373.8861436686282,A1,100,5.08,F_4_1.0,blocksxpitch,4|1.0
16,5091,106001,2567.152,504.2529954822235,0.13602924346923828,0.7019392505731078,60.677145734880575,98.84299357481554,531.2593207477333,A1,100,5.3,F_4_1.0,blocksxpitch,4|1.0
17,5240,99173,2490.966,475.37519083969465,0.13387537002563477,0.6988133110826535,51.06255498966088,104.57670468003495,443.57158257660905,A1,100,5.4,F_4_1.0,blocksxpitch,4|1.0
18,4195,84527,2084.008,496.7837902264601,0.10977673530578613,0.7086689755935973,54.0684451995102,99.28452073885458,366.65324986396075,A1,99,7.5,F_4_1.0,blocksxpitch,4|1.0
19,5148,98986,2537.33,492.8768453768454,0.13163137435913086,0.6937665427434183,62.17568303332612,104.78278898167201,501.75387761299834,A1,100,5.02,F_4_1.0,blocksxpitch,4|1.0
20,4800,94279,2364.956,492.69916666666666,0.12163162231445312,0.7081193850168118,45.41005955868295,81.34429085632709,445.5448591655334,A1,100,5.04,F_4_1.0,blocksxpitch,4|1.0
